route_id,pais,region,provincia,comarca,zona,pueblo,nombre_ruta,categoria,dificultad,descripcion_dificultad,distancia_total,altitud_minima,altitud_maxima,desnivel_acumulado,Tiempo_total,Punto_salida_llegada,poblacion_cercana,link_archivo,pdf_path,fecha,distancia_total_km,altitud_minima_m,altitud_maxima_m,desnivel_acumulado_pos,desnivel_acumulado_neg,tiempo_total_min,dificultad_org,pais_org,region_org,provincia_org,comarca_org,zona_org,pueblo_org,nombre_ruta_org,Punto_salida_llegada_org,poblacion_cercana_org,categoria_org
247,espana,aragon,huesca,sobrarbe,valle de ordesa,torla,sendero adaptado de la pradera de ordesa,movilidad reducida,,,,,,,,,,https://www.rutaspirineos.org/rutas/sendero-adaptado-pradera-de-ordesa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-sendero-adaptado-pradera-de-ordesa_es.pdf,11/11/2025,,,,,,,,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Sendero adaptado de la Pradera de Ordesa,,,movilidad reducida
248,espana,cataluna,gerona,el ripolles,bajo ripolles y montgrony,vallfogona de ripolles,la sierra de puig destela en vallfogona de ripolles,rutas circulares;patrimonio historico,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"12,2 km",947.0,1.3,405m,3:20h,calle puig estela,vallfogona de ripolles,https://www.rutaspirineos.org/rutas/serra-del-puig-estela-des-de-vallfogona-de-ripolles,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-serra-del-puig-estela-des-de-vallfogona-de-ripolles_es.pdf,11/11/2025,12.2,947.0,1.3,405.0,,200.0,Media,España,Cataluña,Gerona,El Ripollés,Bajo Ripollés y Montgrony,Vallfogona de Ripollès,La sierra de Puig d'Estela en Vallfogona de Ripollès,Calle Puig Estela,Vallfogona de Ripollès,rutas circulares;patrimonio historico
249,espana,cataluna,lerida,solsones,port del comte,odencambrils,serra seca y el pla de les guardies desde cambrils,paisajes pintorescos;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"11,0 km",1.037,1.4,490m,3:20h,cambrils  pista de la comella,cambrils,https://www.rutaspirineos.org/rutas/serra-seca-pla-de-les-guardies-cambrils-solsones,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-serra-seca-pla-de-les-guardies-cambrils-solsones_es.pdf,11/11/2025,11.0,1037.0,1.4,490.0,,200.0,Media,España,Cataluña,Lérida,Solsonés,Port del Comte,Odèn-Cambrils,Serra Seca y el Pla de les Guàrdies desde Cambrils,Cambrils - Pista de la Comella,Cambrils,paisajes pintorescos;rutas circulares
250,espana,cataluna,lerida,pallars sobira,el valle de assua y el batlliu de sort,sort,de sort a gerri de la sal por estac mencui y peramea,paisajes pintorescos;patrimonio historico,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,33 km,607.0,1.34,+ 1.764m / - 1.854m,9:30h,hotel les brases  sort,sort,https://www.rutaspirineos.org/rutas/sort-estac-mencui-peramea-gerri-de-la-sal,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,11/11/2025,33.0,607.0,1.34,1764.0,-1854.0,570.0,Notable,España,Cataluña,Lérida,Pallars Sobirá,El Valle de Àssua y el Batlliu de Sort,Sort,"De Sort a Gerri de la Sal por Estac, Mencui y Peramea",Hotel Les Brases - Sort,Sort,paisajes pintorescos;patrimonio historico
251,espana,cataluna,lerida,pallars sobira,el valle de assua y el batlliu de sort,sort,noguera pallaresa y valle de assua desde sort,lagos;rios y cascadas;rutas circulares;patrimonio historico,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"18,7 km",692.0,1.099,605m,4:45h,sort  hotel les brases,sort,https://www.rutaspirineos.org/rutas/sort-rialp-surp-altron-olp-sort,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-sort-rialp-surp-altron-olp-sort_es.pdf,11/11/2025,18.7,692.0,1099.0,605.0,,285.0,Notable,España,Cataluña,Lérida,Pallars Sobirá,El Valle de Àssua y el Batlliu de Sort,Sort,Noguera Pallaresa y Valle de Àssua desde Sort,Sort - Hotel Les Brases,Sort,lagos;rios y cascadas;rutas circulares;patrimonio historico
252,espana,cataluna,lerida,pallars sobira,valle de siarb,sort,tornafort y el valle de siarb desde sort,rutas circulares;lagos;rios y cascadas,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"18,5 km",670.0,1.3,700m,4:30h,sort  hotel les brases,sort,https://www.rutaspirineos.org/rutas/sort-saverneda-puiforniu-tornafort,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-sort-saverneda-puiforniu-tornafort_es.pdf,11/11/2025,18.5,670.0,1.3,700.0,,270.0,Notable,España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Sort,Tornafort y el valle de Siarb desde Sort,Sort - Hotel Les Brases,Sort,rutas circulares;lagos;rios y cascadas
253,espana,cataluna,gerona,el ripolles,valle de ribes y nuria,ribes de freser,taga 2040m desde pardines,rutas circulares;ascensiones media montana,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,12 km,1.27,2.04,770m,3:45h,santa magdalena de puigsac,pardines,https://www.rutaspirineos.org/rutas/taga-desde-pardines,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,11/11/2025,12.0,1.27,2.04,770.0,,225.0,Notable,España,Cataluña,Gerona,El Ripollés,Valle de Ribes y Nuria,Ribes de Freser,Taga (2.040m) desde Pardines,Santa Magdalena de Puigsac,Pardines,rutas circulares;ascensiones media montana
254,francia,mediodiapirineos,altos pirineos,pays toy,gavarnie,,taillon 3144m por la brecha de rolando,paisajes pintorescos;ascensiones alta montana;cimas de 3000m,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",15 km,2.208,3.144,+400m | +557m/-957m,1:40h | 4:40h,collado de tentes,gavarnie,https://www.rutaspirineos.org/rutas/taillon-por-brecha-de-rolando-y-sarradets,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,11/11/2025,15.0,2208.0,3144.0,400.0,-957.0,100.0,Alta (F),Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Taillón (3.144m) por la Brecha de Rolando,Collado de Tentes,Gavarnie,paisajes pintorescos;ascensiones alta montana;cimas de 3000m
255,andorra,parroquia de sant julia de loria,sant julia de loria,,,,tomb lauredia corto de sant julia de loria,familias y ninos;patrimonio historico;rutas circulares,baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,4 km",900.0,1.155,300m,1:20h,plaza de la germandat,sant julia de loria,https://www.rutaspirineos.org/rutas/tomb-lauredia-curt-sant-julia-de-loria-andorra,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-tomb-lauredia-curt-sant-julia-de-loria-andorra_es.pdf,11/11/2025,3.4,900.0,1155.0,300.0,,80.0,Baja,Andorra,Parroquia de Sant Julià de Lòria,Sant Julià de Lòria,,,,Tomb Lauredià Corto de Sant Julià de Lòria,Plaza de la Germandat,Sant Julià de Lòria,familias y ninos;patrimonio historico;rutas circulares
256,andorra,parroquia de sant julia de loria,sant julia de loria,,,,tomb lauredia largo de sant julia de loria,patrimonio historico;rutas circulares;paisajes pintorescos,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,1 km",892.0,1.311,1.400m,6:15h,plaza de la germandat,sant julia de loria,https://www.rutaspirineos.org/rutas/tomb-lauredia-llarg-sant-julia-de-loria-andorra,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,11/11/2025,15.1,892.0,1311.0,1400.0,,375.0,Notable,Andorra,Parroquia de Sant Julià de Lòria,Sant Julià de Lòria,,,,Tomb Lauredià Largo de Sant Julià de Lòria,Plaza de la Germandat,Sant Julià de Lòria,patrimonio historico;rutas circulares;paisajes pintorescos
257,andorra,parroquia de sant julia de loria,sant julia de loria,,,,tomb lauredia medio de sant julia de loria,rutas circulares;patrimonio historico;paisajes pintorescos;lagos;rios y cascadas,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,8 km,885.0,1.18,680m,3:00h,plaza de la germandat,sant julia de loria,https://www.rutaspirineos.org/rutas/tomb-lauredia-mitja-sant-julia-de-loria-andorra,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-tomb-lauredia-mitja-sant-julia-de-loria-andorra_es.pdf,11/11/2025,8.0,885.0,1.18,680.0,,180.0,Media,Andorra,Parroquia de Sant Julià de Lòria,Sant Julià de Lòria,,,,Tomb Lauredià Medio de Sant Julià de Lòria,Plaza de la Germandat,Sant Julià de Lòria,rutas circulares;patrimonio historico;paisajes pintorescos;lagos;rios y cascadas
258,espana,cataluna,lerida,alto urgel,la vall de la vansa,la vansa y fornols,ascension a la torreta de cadi 2562m,paisajes pintorescos;rutas circulares;ascensiones media montana,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","23,6 km",1.364,2.562,1.345m,7:05h,iglesia de sant marti de adraen,adraen,https://www.rutaspirineos.org/rutas/torreta-de-cadi,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-torreta-de-cadi_es.pdf,11/11/2025,23.6,1364.0,2562.0,1345.0,,425.0,Alta (F),España,Cataluña,Lérida,Alto Urgel,La Vall de la Vansa,La Vansa y Fórnols,Ascensión a la Torreta de Cadí (2.562m),Iglesia de Sant Martí de Adraén,Adraén,paisajes pintorescos;rutas circulares;ascensiones media montana
259,espana,cataluna,lerida,pallars sobira,valle de siarb,soriguera,torreta del orri 2439m desde llagunes,rutas circulares;ascensiones media montana,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"16,6 km",1.302,2.439,1.200m,6:00h,llagunes  refugio vall de siarb,llagunes,https://www.rutaspirineos.org/rutas/torreta-de-orri-desde-llagunes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-torreta-de-orri-desde-llagunes_es.pdf,11/11/2025,16.6,1302.0,2439.0,1200.0,,360.0,Notable,España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Torreta del Orri (2.439m) desde Llagunes,Llagunes - Refugio Vall de Siarb,Llagunes,rutas circulares;ascensiones media montana
260,espana,cataluna,lerida,pallars sobira,valle de siarb,soriguera,torreta del orri 2439m por las comes de rubio,raquetas de nieve;ascensiones media montana,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,18 km,1.648,2.439,800m,6:45h,rubio,rubio,https://www.rutaspirineos.org/rutas/torreta-orri-por-comes-de-rubio,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-torreta-orri-por-comes-de-rubio_es.pdf,11/11/2025,18.0,1648.0,2439.0,800.0,,405.0,Notable,España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Torreta del Orri (2.439m) por las Comes de Rubió,Rubió,Rubió,raquetas de nieve;ascensiones media montana
261,espana,cataluna,gerona,cerdana gerona,valle de la cerdana gerona,alp,la tosa 2536m desde urus,ascensiones media montana,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,3 km",1.264,2.536,1.350m,6:45h,plaza major de urus,urus,https://www.rutaspirineos.org/rutas/tosa-alp-des-de-urus-cerdanya,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-tosa-alp-des-de-urus-cerdanya_es.pdf,11/11/2025,17.3,1264.0,2536.0,1350.0,,405.0,Notable,España,Cataluña,Gerona,Cerdaña (Gerona),Valle de la Cerdaña (Gerona),Alp,La Tosa (2.536m) desde Urús,Plaza Major de Urús,Urús,ascensiones media montana
262,espana,cataluna,lerida,cerdana lerida,valle de la cerdana lerida,lles de cerdana,tossa plana de lles 2905m desde el pradell,ascensiones alta montana,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"7,1 km",2.115,2.905,790m,3:45h,cabana  refugio del pradell,lles de cerdana,https://www.rutaspirineos.org/rutas/tossa-plana-de-lles-des-del-pradell,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-tossa-plana-de-lles-des-del-pradell_es.pdf,11/11/2025,7.1,2115.0,2905.0,790.0,,225.0,Notable,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Lles de Cerdaña,Tossa Plana de Lles (2.905m) desde el Pradell,Cabaña - refugio del Pradell,Lles de Cerdaña,ascensiones alta montana
263,espana,cataluna,lerida,val daran,vielhamijaran,es bordes,artiga de lin y uelhs deth joeu,lagos;rios y cascadas;paisajes pintorescos;familias y ninos;rutas circulares,baja,"Paseos cortos, con poco desnivel y sin dificultades.",3 km,1.393,1.49,90m,1:10h,aparcamiento uelhs deth joeu,es bordes,https://www.rutaspirineos.org/rutas/uelhs-deth-joeu-era-artiga-de-lin,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-uelhs-deth-joeu-era-artiga-de-lin_es.pdf,11/11/2025,3.0,1393.0,1.49,90.0,,70.0,Baja,España,Cataluña,Lérida,Val d'Aran,Vielha-Mijaran,Es Bòrdes,Artiga de Lin y Uelhs deth Joèu,Aparcamiento Uelhs deth Joèu,Es Bòrdes,lagos;rios y cascadas;paisajes pintorescos;familias y ninos;rutas circulares
264,andorra,parroquia de escaldesengordany,escaldesengordany,,,,itinerario del valle del madriu,paisajes pintorescos;lagos;rios y cascadas;patrimonio historico,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"22,8 km",1.235,2.48,1.350m,7:00h,carretera de la plana,escaldesengordany,https://www.rutaspirineos.org/rutas/vall-de-madriu-andorra,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-vall-de-madriu-andorra_es.pdf,11/11/2025,22.8,1235.0,2.48,1350.0,,420.0,Notable,Andorra,Parroquia de Escaldes-Engordany,Escaldes-Engordany,,,,Itinerario del Valle del Madriu,Carretera de la Plana,Escaldes-Engordany,paisajes pintorescos;lagos;rios y cascadas;patrimonio historico
265,francia,mediodiapirineos,altos pirineos,valle de aure,saintlarysoulan,,valle de la gela,paisajes pintorescos;familias y ninos;lagos;rios y cascadas,baja,"Paseos cortos, con poco desnivel y sin dificultades.",7 km,1.4,1.71,+315m/-315m,2:00h,carretera d173,le plan aragnouet,https://www.rutaspirineos.org/rutas/valle-de-la-gela,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-valle-de-la-gela_es.pdf,11/11/2025,7.0,1.4,1.71,315.0,-315.0,120.0,Baja,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Valle de la Géla,Carretera D173,Le Plan (Aragnouet),paisajes pintorescos;familias y ninos;lagos;rios y cascadas
266,espana,aragon,huesca,sobrarbe,valle de ordesa,torla,valle de otal desde san nicolas de bujaruelo,flora y fauna;familias y ninos,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"13,5 km",1.338,1.622,315m,3:15h,bujaruelo,torla,https://www.rutaspirineos.org/rutas/valle-de-otal,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-valle-de-otal_es.pdf,11/11/2025,13.5,1338.0,1622.0,315.0,,195.0,Media,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Valle de Otal desde San Nicolás de Bujaruelo,Bujaruelo,Torla,flora y fauna;familias y ninos
267,espana,cataluna,lerida,pallars jussa,vall fosca bellera y manyanet,la torre de capdella,valle de riquerna y camino de rus desde capdella,familias y ninos;lagos;rios y cascadas,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"7,8 km",1.41,1.855,450m,2:30h,capdella,capdella,https://www.rutaspirineos.org/rutas/valle-de-riquerna-desde-capdella-vall-fosca,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-valle-de-riquerna-desde-capdella-vall-fosca_es.pdf,11/11/2025,7.8,1.41,1855.0,450.0,,150.0,Media,España,Cataluña,Lérida,Pallars Jussá,"Vall Fosca, Bellera y Manyanet",La Torre de Capdella,Valle de Riqüerna y camino de Rus desde Capdella,Capdella,Capdella,familias y ninos;lagos;rios y cascadas
268,espana,cataluna,lerida,pallars sobira,las valls daneu,esterri d aneu,el valle y los lagos de gerber,paisajes pintorescos;familias y ninos;lagos;rios y cascadas,baja,"Paseos cortos, con poco desnivel y sin dificultades.","6,6 km",1.919,2.165,290m,2:50h,aparcamiento del clot gran,sorpe,https://www.rutaspirineos.org/rutas/valle-y-lagos-de-gerber-port-de-la-bonaigua,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-valle-y-lagos-de-gerber-port-de-la-bonaigua_es.pdf,11/11/2025,6.6,1919.0,2165.0,290.0,,170.0,Baja,España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,Esterri d´Àneu,El valle y los lagos de Gerber,Aparcamiento del Clot Gran,Sorpe,paisajes pintorescos;familias y ninos;lagos;rios y cascadas
269,espana,cataluna,barcelona,valles oriental,el montseny,canoves i samalus,el castanyer gros de can cuch y el pantano de vallforners,rutas circulares;patrimonio historico;lagos;rios y cascadas;familias y ninos,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"8,5 km",444.0,818.0,+410 m / -410 m,3:30 h,aparcamiento de vallforners,canoves i samalus,https://www.rutaspirineos.org/rutas/vallforners-castanyer-can-cuc-sant-salvador-terrades,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-vallforners-castanyer-can-cuc-sant-salvador-terrades_es.pdf,11/11/2025,8.5,444.0,818.0,410.0,,210.0,Media,España,Cataluña,Barcelona,Vallès Oriental,El Montseny,Cànoves i Samalús,El Castanyer Gros de Can Cuch y el pantano de Vallforners,Aparcamiento de Vallforners,Cànoves i Samalús,rutas circulares;patrimonio historico;lagos;rios y cascadas;familias y ninos
270,espana,cataluna,barcelona,barcelones,collserola,vallvidrera,de vallvidrera al tibidabo por la fuente de la budellera,patrimonio historico;familias y ninos;rutas circulares,baja,"Paseos cortos, con poco desnivel y sin dificultades.","6,5 km",240.0,500.0,300 m,2:15 h,centro del parque collserola,vallvidrera,https://www.rutaspirineos.org/rutas/vallvidrera-tibidabo-fuente-budellera,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-vallvidrera-tibidabo-fuente-budellera_es.pdf,11/11/2025,6.5,240.0,500.0,300.0,,135.0,Baja,España,Cataluña,Barcelona,Barcelonès,Collserola,Vallvidrera,De Vallvidrera al Tibidabo por la fuente de la Budellera,Centro del Parque Collserola,Vallvidrera,patrimonio historico;familias y ninos;rutas circulares
271,espana,cataluna,barcelona,bergueda,alto llobregat,baga,via del nicolau en el alto bergueda,familias y ninos;patrimonio historico,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,12 km,739.0,947.0,265m,3:30h,sant joan del avellanet,baga,https://www.rutaspirineos.org/rutas/via-nicolau-baga-sant-joan-avellanet,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-via-nicolau-baga-sant-joan-avellanet_es.pdf,11/11/2025,12.0,739.0,947.0,265.0,,210.0,Media,España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Bagá,Vía del Nicolau en el Alto Berguedá,Sant Joan del Avellanet,Bagá,familias y ninos;patrimonio historico
