route_id,pdf_path,table_idx,punto_de_paso,tiempo,altura,latitud,longitud
242,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuari-del-miracle-alzina-gr-7_es.pdf,2,Santuario del Miracle,2:05h,833m,41.914477º,1.523509º,
243,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-montgarri-desde-el-plan-de-beret_es.pdf,2,Aparcamiento del Pla de Beret,0:00h,1.845m,42.7272662º,0.9626209º,
243,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-montgarri-desde-el-plan-de-beret_es.pdf,2,Cabaña de Parros,0:35h,1.790m,42.7502796º,0.9752267º,
243,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-montgarri-desde-el-plan-de-beret_es.pdf,2,Es de Cabau,0:45h,1.730m,42.7533863º,0.9822714º,
243,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-montgarri-desde-el-plan-de-beret_es.pdf,2,Cruz,0:50h,1.743m,42.7553366º,0.9865642º,
243,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-montgarri-desde-el-plan-de-beret_es.pdf,2,Santuario de Montgarri,1:05h,1.645m,42.7593867º,0.9946126º,
243,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-montgarri-desde-el-plan-de-beret_es.pdf,2,Aparcamiento pista,1:18h,1.707m,42.7569456º,0.9963347º,
243,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-montgarri-desde-el-plan-de-beret_es.pdf,2,Aparcamiento del Pla de Beret,2:20h,1.845m,42.7272662º,0.9626209º,
244,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-queralt-desde-berga_es.pdf,2,Plaza de Sant Francesc - Berga,0:00h,730m,42.103932º,1.844260º,
244,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-queralt-desde-berga_es.pdf,2,Carretera BV-4241,0:10h,781m,42.106040º,1.845074º,
244,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-queralt-desde-berga_es.pdf,2,Carretera BV-4242,0:25h,866m,42.107280º,1.838187º,
244,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-queralt-desde-berga_es.pdf,2,Aparcamiento del Santuario de Queralt,1:15h,1.127m,42.107606º,1.828192º,
244,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-queralt-desde-berga_es.pdf,2,Santuario de Queralt,1:20h,1.156m,42.107324º,1.827280º,
244,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-queralt-desde-berga_es.pdf,2,Inicio camino de Queralt o de la Drecera,1:40h,1.123m,42.107649º,1.828555º,
244,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuario-de-queralt-desde-berga_es.pdf,2,Plaza de Sant Francesc - Berga,2:20h,730m,42.103932º,1.844260º,
245,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-saut-deth-pish_es.pdf,2,Plan des Artiguetes,0:00h,N 42.7766277º,E 0.8324275º,1.556m,
245,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-saut-deth-pish_es.pdf,2,Mirador cascada Saut deth Pish,0:15h,N 42.7776804º,E 0.8348906º,1.585m,
245,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-saut-deth-pish_es.pdf,2,Inicio cascada Sauth deth Pish,0:25h,N 42.7780515º,E 0.8347230º,1.600m,
245,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-saut-deth-pish_es.pdf,2,Lago de Varradòs,0:38h,N 42.7762755º,E 0.8348457º,1.567m,
245,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-saut-deth-pish_es.pdf,2,Plan des Artiguetes,0:45h,N 42.7766277º,E 0.8324275º,1.556m,
248,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-del-puig-estela-des-de-vallfogona-de-ripolles_es.pdf,2,Calle Puig Estela (Vallfogona de Ripollès),0:00h,947m,42.197098º,2.303041º,
248,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-del-puig-estela-des-de-vallfogona-de-ripolles_es.pdf,2,Collado de las Fonts de l’Orri,0:40h,1.114m,42.204414º,2.291738º,
248,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-del-puig-estela-des-de-vallfogona-de-ripolles_es.pdf,2,Collado de la Creu de Can Civat,1:00h,1.169m,42.204037º,2.303972º,
248,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-del-puig-estela-des-de-vallfogona-de-ripolles_es.pdf,2,Collado de Roca,1:55h,1.297m,42.204361º,2.337317º,
248,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-del-puig-estela-des-de-vallfogona-de-ripolles_es.pdf,2,Collado de Canes,2:20h,1.120m,42.197132º,2.346005º,
248,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-del-puig-estela-des-de-vallfogona-de-ripolles_es.pdf,2,Calle Puig Estela (Vallfogona de Ripollès),3:20h,947m,42.197098º,2.303041º,
249,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-seca-pla-de-les-guardies-cambrils-solsones_es.pdf,3,Pista de la Comella,0:00h,1.083m,42.139069º,1.386670º,
249,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-seca-pla-de-les-guardies-cambrils-solsones_es.pdf,3,Collado de las Comes,0:35h,1.313m,42.141670º,1.375160º,
249,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-seca-pla-de-les-guardies-cambrils-solsones_es.pdf,3,Pla de les Guàrdies,1:00h,1.400m,42.134098º,1.375095º,
249,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-seca-pla-de-les-guardies-cambrils-solsones_es.pdf,3,Desvío del mirador de sierra Seca,1:25h,1.284m,42.127058º,1.381037º,
249,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-seca-pla-de-les-guardies-cambrils-solsones_es.pdf,3,Mirador de sierra Seca,1:45h,1.234m,42.117331º,1.379284º,
249,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-seca-pla-de-les-guardies-cambrils-solsones_es.pdf,3,Cruce de caminos y un depósito de agua,2:40h,1.160m,42.126671º,1.392211º,
249,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-seca-pla-de-les-guardies-cambrils-solsones_es.pdf,3,Salí de Cambrils,3:05h,1.037m,42.133369º,1.391921º,
249,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-serra-seca-pla-de-les-guardies-cambrils-solsones_es.pdf,3,Pista de la Comella,3:20h,1.083m,42.139069º,1.386670º,
250,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,3,Hotel Les Brases - Sort,0:00h,693m,42.415018º,1.132340º,
250,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,3,Bressui,0:25h,838m,42.406823º,1.123109º,
250,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,3,Enviny,1:10h,1.150m,42.401098º,1.1146040º,
250,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,3,4,,,,,
250,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,3,Montardit de Dalt,1:30h,945m,42.394472º,1.104522º,
250,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,3,Estac,3:10h,1.170m,42.381132º,1.076102º,
250,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,3,Mencui,4:50h,1.261m,42.380748º,1.042576º,
250,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,3,Cruce de Escós,5:35h,940m,42.372265º,1.048322º,
250,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,3,Borda de Cossant,6:55h,1.339m,42.354261º,1.048407º,
250,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,3,Balestui,7:55h,865m,42.341130º,1.032474º,
250,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,3,Peramea,8:50h,902m,42.328816º,1.048266º,
250,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-estac-mencui-peramea-gerri-de-la-sal_es.pdf,3,Gerri de la Sal,9:30h,607m,42.323489º,1.064856º,
251,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-rialp-surp-altron-olp-sort_es.pdf,4,Sort - Hotel Les Brases,0:00h,692m,42.4148759º,1.1323210º,
251,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-rialp-surp-altron-olp-sort_es.pdf,4,Puente colgante de Santa Caterina,1:15h,721m,42.4453320º,1.1379229º,
251,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-rialp-surp-altron-olp-sort_es.pdf,4,Surp,2:15h,1.055m,42.4528609º,1.1267589º,
251,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-rialp-surp-altron-olp-sort_es.pdf,4,Mola de Sall,2:50h,843m,42.4530309º,1.1085520º,
251,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-rialp-surp-altron-olp-sort_es.pdf,4,Altron,3:05h,956m,42.4507070º,1.1035219º,
251,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-rialp-surp-altron-olp-sort_es.pdf,4,Sant Josep d’Olp,3:40h,1.099m,42.4370069º,1.1220500º,
251,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-rialp-surp-altron-olp-sort_es.pdf,4,Olp,4:00h,1.095m,42.4301069º,1.1144570º,
251,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-rialp-surp-altron-olp-sort_es.pdf,4,Sort - Hotel Les Brases,4:15h,692m,42.4148759º,1.1323210º,
252,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-saverneda-puiforniu-tornafort_es.pdf,4,Sort - Hotel Les Brases,0:00h,692m,42.4148759º,1.1323210º,
252,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-saverneda-puiforniu-tornafort_es.pdf,4,Cruce de caminos,0:40h,685m,42.3897310º,1.1297020º,
252,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-saverneda-puiforniu-tornafort_es.pdf,4,Bifurcación hacia Puiforniu,1:30h,980m,42.3705989º,1.1574799º,
252,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-saverneda-puiforniu-tornafort_es.pdf,4,Tornafort,2:30h,1.276m,42.3676010º,1.1395710º,
252,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-saverneda-puiforniu-tornafort_es.pdf,4,Camí Vell de Malmercat,3:30h,725m,42.3875150º,1.1282830º,
252,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sort-saverneda-puiforniu-tornafort_es.pdf,4,1     Sort - Hotel Les Brases,4:30h,692m,42.4148759º,1.1323210º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Iglesia de Santa Magdalena de Puigsac,0:00h,1.270m,42.3083340º,2.2266079º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Casa de Can Roca,0:02h,1.293m,42.3078580º,2.2286834º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Camino de Noufonts,0:04h,1.308m,42.3069966º,2.2292916º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Zona aparcamiento y panel,0:09h,1.338m,42.3045386º,2.2298765º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Cruce del collado de Bac,0:25h,1.435m,42.2972212º,2.2259004º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Fuente de Pere Batlle,0:33h,1.466m,42.2955709º,2.2274360º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Curva del Pla de Sinan,0:42h,1.535m,42.2936673º,2.2299124º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Abrevaderos de Noufonts,0:47h,1.550m,42.2916795º,2.2282285º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Antiguos polvorines,1:00h,1.680m,42.2860966º,2.2243765º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Camino procedente de la Portella d’Ogassa,1:38h,1.892m,42.2803009º,2.2170470º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Cima del Taga,2:00h,2.040m,42.2807469º,2.2099300º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Portella d’Ogassa,2:25h,1.792m,42.2808680º,2.2260950º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Collado de la Llagona,2:36h,1.743m,42.2847289º,2.2311259º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Collado del Llop,2:45h,1.653m,42.2889679º,2.2336229º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Valla metálica,2:53h,1.589m,42.2913938º,2.2358709º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Fuente del Boix,3:03h,1.513m,42.2951659º,2.2359920º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Lago de Can Roca,3:10h,1.460m,42.2981146º,2.2350933º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Pista del Orri Vell,3:20h,1.424m,42.3003749º,2.2367869º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Foranques,3:27h,1.385m,42.3038440º,2.2330769º,
253,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taga-desde-pardines_es.pdf,4,Iglesia de Santa Magdalena de Puigsac,3:45h,1.270m,42.3083340º,2.2266079º,
254,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,2,1er día,,,,,
254,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,2,Collado de Tentes,0:00h,N 42.7138507º,E -0.0507067º,2.208m,
254,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,2,Puerto de Bujaruelo,0:20h,N 42.7038485º,E -0.0642289º,2.270m,
254,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,2,3,,,,,
254,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,2,Collado de Sarradets,1:35h,N 42.6973642º,E -0.0348442º,2.590m,
254,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,2,Refugio de Sarradets,1:40h,N 42.6959068º,E -0.0333194º,2.587m,
254,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,2,2o día,,,,,
254,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,2,Refugio de Sarradets,0:00h,N 42.6959068º,E -0.0333194º,2.587m,
254,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,2,Brecha de Rolando,0:30h,N 42.6910652º,E -0.0340087º,2.807m,
254,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,2,"6 7
       Falsa Brecha y el Dedo",1:00h,N 42.6915167º,E -0.0422805º,2.909m,
254,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,2,Taillón,1:45h,N 42.6937121º,E -0.0512939º,3.144m,
254,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-taillon-por-brecha-de-rolando-y-sarradets_es.pdf,2,Collado de Tentes,4:40h,N 42.7138507º,E -0.0507067º,2.208m,
255,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-curt-sant-julia-de-loria-andorra_es.pdf,1,Plaza de la Germandat,0:00h,910m,42.4650620º,1.4911570º,
255,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-curt-sant-julia-de-loria-andorra_es.pdf,1,Camino de Aixirivall,0:06h,921m,42.4627900º,1.4919039º,
255,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-curt-sant-julia-de-loria-andorra_es.pdf,1,Carretera de la Rabassa - Pleta de Sibós,0:15h,975m,42.4630509º,1.4934699º,
255,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-curt-sant-julia-de-loria-andorra_es.pdf,1,Escaleras - el Boigàs,0:30h,1.060m,42.4626000º,1.4964270º,
255,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-curt-sant-julia-de-loria-andorra_es.pdf,1,Iglesia de Sant Pere de Aixirivall,0:40h,1.155m,42.4628330º,1.5020089º,
255,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-curt-sant-julia-de-loria-andorra_es.pdf,1,Cruce,0:50h,1.125m,42.4651219º,1.5006930º,
255,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-curt-sant-julia-de-loria-andorra_es.pdf,1,Carretera de La Rabassa,1:11h,950m,42.4651409º,1.4944489º,
255,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-curt-sant-julia-de-loria-andorra_es.pdf,1,Plaza de la Germandat,1:20h,910m,42.4650620º,1.4911570º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,Plaza de la Germandat,0:00h,910m,42.4649939º,1.4908890º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,Camino viejo de Auvinyà,0:15h,893m,42.4562320º,1.4867620º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,Iglesia de Sant Romà d’Auvinyà,1:30h,1.250m,42.4533100º,1.4963350º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,Borda del Mas,2:15h,1.247m,42.4536089º,1.5042969º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,Portillón,2:30h,1.308m,42.4572360º,1.5007579º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,Iglesia de Sant Pere de Aixirivall,2:45h,1.155m,42.4628109º,1.5019949º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,Iglesia de Sant Serni de Nagol,3:25h,1.160m,42.4694509º,1.5011090º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,Nagol - camino a Sant Martí,3:30h,1.140m,42.4712560º,1.5006400º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,Cruce - camino a Sant Martí de Nagol,3:50h,1.115m,42.4761699º,1.4940699º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,1     Aixovall - camino de Rocafort,4:20h,956m,42.4759180º,1.4885219º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,Collado de la Tapia,4:35h,1.161m,42.4717340º,1.4892149º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,Collado de la Senyal del Migdia,5:05h,1.150m,42.4645959º,1.4857859º,
256,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-tomb-lauredia-llarg-sant-julia-de-loria-andorra_es.pdf,2,Collado de Jou,5:35h,1.140m,42.4566099º,1.4798649º,
